name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
"mk3p40";"Mortal Kombat 3 (rev 1 chip label p4.0)";"1994";Midway;NO;"mk3";YES;"mk3";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midwunit.cpp;"Mame 0.127u7";"2008-10-09";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat 3";
"mk3";"Mortal Kombat 3 (rev 2.1)";"1994";Midway;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/midwunit.cpp;"Mame 0.37b5 (0.41)";"2000-07-27";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=kCP50XbJC0M";-;70;NO;NO;NO;NO;English;"80 to 90 (Very Good)";-;-;NO;"Mortal Kombat 3";
"mk3r10";"Mortal Kombat 3 (rev 1.0)";"1994";Midway;NO;"mk3";YES;"mk3";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midwunit.cpp;"Mame 0.37b5 (0.41)";"2000-07-27";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat 3";
"mk3r20";"Mortal Kombat 3 (rev 2.0)";"1994";Midway;NO;"mk3";YES;"mk3";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midwunit.cpp;"Mame 0.37b5 (0.41)";"2000-07-27";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat 3";
"mk3snes";"Mortal Kombat 3 (SNES bootleg)";"199?";bootleg;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"nintendo/snesb51.cpp";"Mame 0.169";"2015-12-30";"Mame 0.256";"2023-06-28";2;6;0;2;1;RASTER;"0";HORIZONTAL;512;225;60.098476;"joystick (8-way)";"CRT 15kHz";"Ricoh 5A22,Nintendo/Sony S-SMP,Intel 8751";"maincpu Ricoh 5A22 @21.48 MHz, soundcpu Nintendo/Sony S-SMP @2.48 MHz, mcu Intel 8751 @12 MHz";"Speaker,Nintendo/Sony S-DSP";"lspeaker Speaker, rspeaker Speaker, s_dsp Nintendo/Sony S-DSP @2.48 MHz";PRELIMINARY;PRELIMINARY;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat 3";
"mk4b";"Mortal Kombat 4 (version 1.0)";"1997";Midway;NO;"mk4";YES;"mk4";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midzeus.cpp;"Mame 0.135u4";"2009-12-23";"Mame 0.256";"2023-06-28";2;6;4;2;1;RASTER;"0";HORIZONTAL;400;256;56.665468;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS320C32,Analog Devices ADSP-2104";"maincpu Texas Instruments TMS320C32 @60 MHz, dcs:dcs2 Analog Devices ADSP-2104 @16 MHz";"Speaker,DMA-driven DAC";"dcs:lspeaker Speaker, dcs:rspeaker Speaker, dcs:dac1 DMA-driven DAC, dcs:dac2 DMA-driven DAC";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat 4";
"mk4";"Mortal Kombat 4 (version 3.0)";"1997";Midway;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/midzeus.cpp;"Mame 0.84u3";"2004-07-15";"Mame 0.256";"2023-06-28";2;6;4;2;1;RASTER;"0";HORIZONTAL;400;256;56.665468;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS320C32,Analog Devices ADSP-2104";"maincpu Texas Instruments TMS320C32 @60 MHz, dcs:dcs2 Analog Devices ADSP-2104 @16 MHz";"Speaker,DMA-driven DAC";"dcs:lspeaker Speaker, dcs:rspeaker Speaker, dcs:dac1 DMA-driven DAC, dcs:dac2 DMA-driven DAC";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=5zqHGODCwzA";-;70;NO;NO;NO;NO;English;"90 to 100 (Best Games)";-;-;NO;"Mortal Kombat 4";
"mk4a";"Mortal Kombat 4 (version 2.1)";"1997";Midway;NO;"mk4";YES;"mk4";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midzeus.cpp;"Mame 0.120u1";"2007-10-24";"Mame 0.256";"2023-06-28";2;6;4;2;1;RASTER;"0";HORIZONTAL;400;256;56.665468;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS320C32,Analog Devices ADSP-2104";"maincpu Texas Instruments TMS320C32 @60 MHz, dcs:dcs2 Analog Devices ADSP-2104 @16 MHz";"Speaker,DMA-driven DAC";"dcs:lspeaker Speaker, dcs:rspeaker Speaker, dcs:dac1 DMA-driven DAC, dcs:dac2 DMA-driven DAC";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat 4";
"mk2r11";"Mortal Kombat II (rev L1.1)";"1993";Midway;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.140u2";"2010-12-08";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2";"Mortal Kombat II (rev L3.1)";"1993";Midway;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.34b7";"1998-11-10";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=lRPK9SSbnTo";-;90;NO;NO;NO;NO;English;"80 to 90 (Very Good)";"1993";-;NO;"Mortal Kombat II";
"mk2r14";"Mortal Kombat II (rev L1.4)";"1993";Midway;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.35b4";"1999-03-01";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2r20";"Mortal Kombat II (rev L2.0)";"1993";Midway;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.146u4";"2012-07-30";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2r21";"Mortal Kombat II (rev L2.1)";"1993";Midway;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.58";"2002-02-05";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2r30";"Mortal Kombat II (rev L3.0)";"1993";Midway;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.134u1";"2009-09-24";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2r31e";"Mortal Kombat II (rev L3.1, European)";"1993";Midway;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.134u2";"2009-10-03";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2r32";"Mortal Kombat II (rev L3.2 (European))";"1993";Midway;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;NO;midtunit.c;"Mame 0.35b4";"1999-03-01";"Mame 0.146u3";"2012-07-15";2;6;4;1;1;RASTER;"0";HORIZONTAL;399;253;54.815170;"joystick (8-way)";"CRT 15kHz";"TMS34010,ADSP-2105";"maincpu TMS34010 @50 MHz, dcs ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"mono Speaker, dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";"Mortal Kombat";-;NO;YES;NO;YES;NO;NO;NO;NO;NO;NO;NO;NO;YES;-;-;-;-;0;NO;NO;NO;NO;"Mortal Kombat";-;-;-;NO;"Mortal Kombat II";
"mk2r32e";"Mortal Kombat II (rev L3.2, European)";"1993";Midway;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.146u4";"2012-07-30";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2r42";"Mortal Kombat II (rev L4.2, hack)";"1993";hack;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.37b10 (0.46)";"2000-12-05";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2r91";"Mortal Kombat II (rev L9.1, hack)";"1993";hack;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.37b10 (0.46)";"2000-12-05";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II";
"mk2chal";"Mortal Kombat II Challenger (hack)";"1993";hack;NO;"mk2";YES;"mk2";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midtunit.cpp;"Mame 0.37b10 (0.46)";"2000-12-05";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Mortal Kombat II Challenger";
"umk3r10";"Ultimate Mortal Kombat 3 (rev 1.0)";"1994";Midway;NO;"umk3";YES;"umk3";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midwunit.cpp;"Mame 0.90";"2005-01-04";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105,Microchip PIC16C57";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz, serial_security:pic Microchip PIC16C57 @4 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"8P alt / 2P sim";-;"https://www.youtube.com/watch?v=FiEfBPPrJ8A";-;0;NO;NO;NO;NO;English;-;-;-;NO;"Ultimate Mortal Kombat 3";
"umk3";"Ultimate Mortal Kombat 3 (rev 1.2)";"1994";Midway;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;midway/midwunit.cpp;"Mame 0.37b5 (0.41)";"2000-07-27";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105,Microchip PIC16C57";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz, serial_security:pic Microchip PIC16C57 @4 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"8P alt / 2P sim";-;"https://www.youtube.com/watch?v=K3vJb9Bozi0";-;80;NO;NO;NO;NO;English;"90 to 100 (Best Games)";-;-;NO;"Ultimate Mortal Kombat 3";
"umk3r11";"Ultimate Mortal Kombat 3 (rev 1.1)";"1994";Midway;NO;"umk3";YES;"umk3";-;YES;NO;NO;-;NO;YES;NO;YES;midway/midwunit.cpp;"Mame 0.37b5 (0.41)";"2000-07-27";"Mame 0.256";"2023-06-28";2;6;4;1;1;RASTER;"0";HORIZONTAL;400;254;54.706840;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Analog Devices ADSP-2105,Microchip PIC16C57";"maincpu Texas Instruments TMS34010 @50 MHz, dcs:dcs Analog Devices ADSP-2105 @10 MHz, serial_security:pic Microchip PIC16C57 @4 MHz";"Speaker,DMA-driven DAC";"dcs:mono Speaker, dcs:dac DMA-driven DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;"Mortal Kombat";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"8P alt / 2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Ultimate Mortal Kombat 3";
