name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
tekkenab;"Tekken (Asia, TE2/VER.B)";"1994";Namco;NO;tekken;YES;tekken;-;YES;NO;NO;-;NO;YES;NO;NO;"namcos11.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.185";"2017-04-26";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"CXD8530AQ,C76 (M37702)";"maincpu CXD8530AQ @67.7376 MHz, c76 C76 (M37702) @16.9344 MHz";"Speaker,Speaker,C352";"lspeaker Speaker, rspeaker Speaker, c352 C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;YES;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Tekken;
tekkenac;"Tekken (Asia, TE4/VER.C)";"1994";Namco;NO;tekken;YES;tekken;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Tekken;
tekkenjb;"Tekken (Japan, TE1/VER.B)";"1994";Namco;NO;tekken;YES;tekken;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;Japanese;-;-;-;NO;Tekken;
tekkenb;"Tekken (World, TE2/VER.B)";"1994";Namco;NO;tekken;YES;tekken;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.74u2";"2003-10-06";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;Tekken;
tekken;"Tekken (World, TE2/VER.C)";"1994";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.74u2";"2003-10-06";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=19G3_X3PV6s";-;80;NO;NO;NO;NO;English;"90 to 100 (Best Games)";"1994";-;NO;Tekken;
"tekken2aa";"Tekken 2 (Asia, TES2/VER.A)";"1995";Namco;NO;"tekken2";YES;"tekken2";-;YES;NO;NO;-;NO;YES;NO;NO;"namcos11.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.185";"2017-04-26";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"CXD8530AQ,C76 (M37702)";"maincpu CXD8530AQ @67.7376 MHz, c76 C76 (M37702) @16.9344 MHz";"Speaker,Speaker,C352";"lspeaker Speaker, rspeaker Speaker, c352 C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;YES;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 2";
"tekken2ua";"Tekken 2 (US, TES3/VER.A)";"1995";Namco;NO;"tekken2";YES;"tekken2";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.252";"2023-02-22";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 2";
"tekken2a";"Tekken 2 (World, TES2/VER.A)";"1995";Namco;NO;"tekken2";YES;"tekken2";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.74u2";"2003-10-06";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 2";
"tekken2ab";"Tekken 2 Ver.B (Asia, TES2/VER.B)";"1995";Namco;NO;"tekken2";YES;"tekken2";-;YES;NO;NO;-;NO;YES;NO;NO;"namcos11.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.185";"2017-04-26";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"CXD8530AQ,C76 (M37702)";"maincpu CXD8530AQ @67.7376 MHz, c76 C76 (M37702) @16.9344 MHz";"Speaker,Speaker,C352";"lspeaker Speaker, rspeaker Speaker, c352 C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;YES;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 2 Ver.B";
"tekken2jb";"Tekken 2 Ver.B (Japan, TES1/VER.B)";"1995";Namco;NO;"tekken2";YES;"tekken2";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.153";"2014-04-07";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;Japanese;-;-;-;NO;"Tekken 2 Ver.B";
"tekken2jc";"Tekken 2 Ver.B (Japan, TES1/VER.C)";"1995";Namco;NO;"tekken2";YES;"tekken2";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.153";"2014-04-07";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;Japanese;-;-;-;NO;"Tekken 2 Ver.B";
"tekken2ub";"Tekken 2 Ver.B (US, TES3/VER.B)";"1995";Namco;NO;"tekken2";YES;"tekken2";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 2 Ver.B";
"tekken2";"Tekken 2 Ver.B (US, TES3/VER.D)";"1996";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.74u2";"2003-10-06";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530CQ,Namco C76 (M37702)";"maincpu Sony CXD8530CQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=ZW7Ao6p0m5c";-;80;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Tekken 2 Ver.B";
"tekken2b";"Tekken 2 Ver.B (World, TES2/VER.B)";"1995";Namco;NO;"tekken2";YES;"tekken2";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos11.cpp";"Mame 0.74u2";"2003-10-06";"Mame 0.261";"2023-11-29";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530AQ,Namco C76 (M37702)";"maincpu Sony CXD8530AQ @67.7376 MHz, c76 Namco C76 (M37702) @16.9344 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 2 Ver.B";
"tekken3aa";"Tekken 3 (Asia, TET2/VER.A)";"1996";Namco;NO;"tekken3";YES;"tekken3";-;YES;NO;NO;-;NO;YES;NO;NO;"namcos12.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.185";"2017-04-26";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"CXD8661R,H8/3002";"maincpu CXD8661R @100 MHz, sub H8/3002 @16.9344 MHz";"Speaker,Speaker,C352";"lspeaker Speaker, rspeaker Speaker, c352 C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;YES;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 3";
"tekken3ab";"Tekken 3 (Asia, TET2/VER.B)";"1996";Namco;NO;"tekken3";YES;"tekken3";-;YES;NO;NO;-;NO;YES;NO;NO;"namcos12.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.185";"2017-04-26";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"CXD8661R,H8/3002";"maincpu CXD8661R @100 MHz, sub H8/3002 @16.9344 MHz";"Speaker,Speaker,C352";"lspeaker Speaker, rspeaker Speaker, c352 C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;YES;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 3";
"tekken3ae";"Tekken 3 (Asia, TET2/VER.E1)";"1996";Namco;NO;"tekken3";YES;"tekken3";-;YES;NO;NO;-;NO;YES;NO;NO;"namcos12.cpp";"Mame 0.142u6";"2011-06-19";"Mame 0.185";"2017-04-26";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"CXD8661R,H8/3002";"maincpu CXD8661R @100 MHz, sub H8/3002 @16.9344 MHz";"Speaker,Speaker,C352";"lspeaker Speaker, rspeaker Speaker, c352 C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;GOOD;UNKNOWN;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;YES;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 3";
"tekken3ja";"Tekken 3 (Japan, TET1/VER.A)";"1996";Namco;NO;"tekken3";YES;"tekken3";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos12.cpp";"Mame 0.142u6";"2011-06-19";"Mame 0.261";"2023-11-29";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Hitachi H8/3002,Sony CXD8661R";"sub Hitachi H8/3002 @16.9344 MHz, maincpu Sony CXD8661R @100 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;Japanese;-;-;-;NO;"Tekken 3";
"tekken3je1";"Tekken 3 (Japan, TET1/VER.E1)";"1996";Namco;NO;"tekken3";YES;"tekken3";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos12.cpp";"Mame 0.186";"2017-05-31";"Mame 0.261";"2023-11-29";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Hitachi H8/3002,Sony CXD8661R";"sub Hitachi H8/3002 @16.9344 MHz, maincpu Sony CXD8661R @100 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;Japanese;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;Japanese;-;-;-;NO;"Tekken 3";
"tekken3ua";"Tekken 3 (US, TET3/VER.A)";"1996";Namco;NO;"tekken3";YES;"tekken3";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos12.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.261";"2023-11-29";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Hitachi H8/3002,Sony CXD8661R";"sub Hitachi H8/3002 @16.9344 MHz, maincpu Sony CXD8661R @100 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 3";
"tekken3ud";"Tekken 3 (US, TET3/VER.D)";"1996";Namco;NO;"tekken3";YES;"tekken3";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos12.cpp";"Mame 0.142u2";"2011-04-25";"Mame 0.261";"2023-11-29";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Hitachi H8/3002,Sony CXD8661R";"sub Hitachi H8/3002 @16.9344 MHz, maincpu Sony CXD8661R @100 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 3";
"tekken3a";"Tekken 3 (World, TET2/VER.A)";"1996";Namco;NO;"tekken3";YES;"tekken3";-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos12.cpp";"Mame 0.95u1";"2005-04-01";"Mame 0.261";"2023-11-29";2;6;2;2;1;RASTER;"0";HORIZONTAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Hitachi H8/3002,Sony CXD8661R";"sub Hitachi H8/3002 @16.9344 MHz, maincpu Sony CXD8661R @100 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Fighter / Versus";Fighter;Tekken;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"Tekken 3";
